fill	x	y	group	clickSelects
#E6C9C5	48097	1.5	153	48095-48099
#F5E7E6	48097	2.5	154	48095-48100
#F5E7E6	48097.5	3	154	48095-48100
#F5E7E6	48098	2.5	154	48095-48100
#F5E7E6	48097.5	2	154	48095-48100
#F8EFEE	48097.5	3	155	48095-48101
#F8EFEE	48098	3.5	155	48095-48101
#F8EFEE	48098.5	3	155	48095-48101
#F8EFEE	48098	2.5	155	48095-48101
#FEFDFD	48098	3.5	156	48095-48102
#FEFDFD	48098.5	4	156	48095-48102
#FEFDFD	48099	3.5	156	48095-48102
#FEFDFD	48098.5	3	156	48095-48102
#FBF7F6	48098.5	4	157	48095-48103
#FBF7F6	48099	4.5	157	48095-48103
#FBF7F6	48099.5	4	157	48095-48103
#FBF7F6	48099	3.5	157	48095-48103
#FBF6F5	48099	4.5	158	48095-48104
#FBF6F5	48099.5	5	158	48095-48104
#FBF6F5	48100	4.5	158	48095-48104
#FBF6F5	48099.5	4	158	48095-48104
#FCF8F7	48099.5	5	159	48095-48105
#FCF8F7	48100	5.5	159	48095-48105
#FCF8F7	48100.5	5	159	48095-48105
#FCF8F7	48100	4.5	159	48095-48105
#EDD7D4	48100	5.5	160	48095-48106
#EDD7D4	48100.5	6	160	48095-48106
#EDD7D4	48101	5.5	160	48095-48106
#EDD7D4	48100.5	5	160	48095-48106
#F7EDEB	48100.5	6	161	48095-48107
#F7EDEB	48101	6.5	161	48095-48107
#F7EDEB	48101.5	6	161	48095-48107
#F7EDEB	48101	5.5	161	48095-48107
#FEFCFB	48101	6.5	162	48095-48108
#FEFCFB	48101.5	7	162	48095-48108
#FEFCFB	48102	6.5	162	48095-48108
#FEFCFB	48101.5	6	162	48095-48108
#F8EFED	48101.5	7	163	48095-48109
#F8EFED	48102	7.5	163	48095-48109
#F8EFED	48102.5	7	163	48095-48109
#F8EFED	48102	6.5	163	48095-48109
#FFFFFF	48102	7.5	164	48095-48110
#FFFFFF	48102.5	8	164	48095-48110
#FFFFFF	48103	7.5	164	48095-48110
#FFFFFF	48102.5	7	164	48095-48110
#FEFDFD	48102.5	8	165	48095-48111
#FEFDFD	48103	8.5	165	48095-48111
#FEFDFD	48103.5	8	165	48095-48111
#FEFDFD	48103	7.5	165	48095-48111
#FEFDFE	48103	8.5	166	48095-48112
#FEFDFE	48103.5	9	166	48095-48112
#FEFDFE	48104	8.5	166	48095-48112
#FEFDFE	48103.5	8	166	48095-48112
#FCF7F7	48103.5	9	167	48095-48113
#FCF7F7	48104	9.5	167	48095-48113
#FCF7F7	48104.5	9	167	48095-48113
#FCF7F7	48104	8.5	167	48095-48113
#FDFAFA	48104	9.5	168	48095-48114
#FDFAFA	48104.5	10	168	48095-48114
#FDFAFA	48105	9.5	168	48095-48114
#FDFAFA	48104.5	9	168	48095-48114
#F8EEED	48104.5	10	169	48095-48115
#F8EEED	48105	10.5	169	48095-48115
#F8EEED	48105.5	10	169	48095-48115
#F8EEED	48105	9.5	169	48095-48115
#FDFBFB	48105	10.5	170	48095-48116
#FDFBFB	48105.5	11	170	48095-48116
#FDFBFB	48106	10.5	170	48095-48116
#FDFBFB	48105.5	10	170	48095-48116
#F6EBEA	48105.5	11	171	48095-48117
#F6EBEA	48106	11.5	171	48095-48117
#F6EBEA	48106.5	11	171	48095-48117
#F6EBEA	48106	10.5	171	48095-48117
#FBF6F5	48106	11.5	172	48095-48118
#FBF6F5	48106.5	12	172	48095-48118
#FBF6F5	48107	11.5	172	48095-48118
#FBF6F5	48106.5	11	172	48095-48118
#FCF8F7	48106.5	12	173	48095-48119
#FCF8F7	48107	12.5	173	48095-48119
#FCF8F7	48107.5	12	173	48095-48119
#FCF8F7	48107	11.5	173	48095-48119
#F2E1DF	48107	12.5	174	48095-48120
#F2E1DF	48107.5	13	174	48095-48120
#F2E1DF	48108	12.5	174	48095-48120
#F2E1DF	48107.5	12	174	48095-48120
#F2E2DF	48107.5	13	175	48095-48121
#F2E2DF	48108	13.5	175	48095-48121
#F2E2DF	48108.5	13	175	48095-48121
#F2E2DF	48108	12.5	175	48095-48121
#E8CCC8	48108	13.5	176	48095-48122
#E8CCC8	48108.5	14	176	48095-48122
#E8CCC8	48109	13.5	176	48095-48122
#E8CCC8	48108.5	13	176	48095-48122
#FAF4F3	48108.5	14	177	48095-48123
#FAF4F3	48109	14.5	177	48095-48123
#FAF4F3	48109.5	14	177	48095-48123
#FAF4F3	48109	13.5	177	48095-48123
#F2E1DF	48109	14.5	178	48095-48124
#F2E1DF	48109.5	15	178	48095-48124
#F2E1DF	48110	14.5	178	48095-48124
#F2E1DF	48109.5	14	178	48095-48124
#F9F1F0	48109.5	15	179	48095-48125
#F9F1F0	48110	15.5	179	48095-48125
#F9F1F0	48110.5	15	179	48095-48125
#F9F1F0	48110	14.5	179	48095-48125
#F3E5E3	48110	15.5	180	48095-48126
#F3E5E3	48110.5	16	180	48095-48126
#F3E5E3	48111	15.5	180	48095-48126
#F3E5E3	48110.5	15	180	48095-48126
#FDFBFA	48110.5	16	181	48095-48127
#FDFBFA	48111	16.5	181	48095-48127
#FDFBFA	48111.5	16	181	48095-48127
#FDFBFA	48111	15.5	181	48095-48127
#F6E9E8	48111	16.5	182	48095-48128
#F6E9E8	48111.5	17	182	48095-48128
#F6E9E8	48112	16.5	182	48095-48128
#F6E9E8	48111.5	16	182	48095-48128
#F8EFED	48111.5	17	183	48095-48129
#F8EFED	48112	17.5	183	48095-48129
#F8EFED	48112.5	17	183	48095-48129
#F8EFED	48112	16.5	183	48095-48129
#F5E9E8	48112	17.5	184	48095-48130
#F5E9E8	48112.5	18	184	48095-48130
#F5E9E8	48113	17.5	184	48095-48130
#F5E9E8	48112.5	17	184	48095-48130
#FBF5F4	48112.5	18	185	48095-48131
#FBF5F4	48113	18.5	185	48095-48131
#FBF5F4	48113.5	18	185	48095-48131
#FBF5F4	48113	17.5	185	48095-48131
#F7EEEC	48113	18.5	186	48095-48132
#F7EEEC	48113.5	19	186	48095-48132
#F7EEEC	48114	18.5	186	48095-48132
#F7EEEC	48113.5	18	186	48095-48132
#F6EAE9	48113.5	19	187	48095-48133
#F6EAE9	48114	19.5	187	48095-48133
#F6EAE9	48114.5	19	187	48095-48133
#F6EAE9	48114	18.5	187	48095-48133
#FEFDFD	48114	19.5	188	48095-48134
#FEFDFD	48114.5	20	188	48095-48134
#FEFDFD	48115	19.5	188	48095-48134
#FEFDFD	48114.5	19	188	48095-48134
#FEFEFF	48114.5	20	189	48095-48135
#FEFEFF	48115	20.5	189	48095-48135
#FEFEFF	48115.5	20	189	48095-48135
#FEFEFF	48115	19.5	189	48095-48135
#FAF3F3	48115	20.5	190	48095-48136
#FAF3F3	48115.5	21	190	48095-48136
#FAF3F3	48116	20.5	190	48095-48136
#FAF3F3	48115.5	20	190	48095-48136
#FAF3F2	48115.5	21	191	48095-48137
#FAF3F2	48116	21.5	191	48095-48137
#FAF3F2	48116.5	21	191	48095-48137
#FAF3F2	48116	20.5	191	48095-48137
#FCF9F9	48116	21.5	192	48095-48138
#FCF9F9	48116.5	22	192	48095-48138
#FCF9F9	48117	21.5	192	48095-48138
#FCF9F9	48116.5	21	192	48095-48138
#FDF9F9	48116.5	22	193	48095-48139
#FDF9F9	48117	22.5	193	48095-48139
#FDF9F9	48117.5	22	193	48095-48139
#FDF9F9	48117	21.5	193	48095-48139
#FAF3F2	48117	22.5	194	48095-48140
#FAF3F2	48117.5	23	194	48095-48140
#FAF3F2	48118	22.5	194	48095-48140
#FAF3F2	48117.5	22	194	48095-48140
#FEFDFD	48117.5	23	195	48095-48141
#FEFDFD	48118	23.5	195	48095-48141
#FEFDFD	48118.5	23	195	48095-48141
#FEFDFD	48118	22.5	195	48095-48141
#FDFAF9	48118	23.5	196	48095-48142
#FDFAF9	48118.5	24	196	48095-48142
#FDFAF9	48119	23.5	196	48095-48142
#FDFAF9	48118.5	23	196	48095-48142
#FCF9F9	48118.5	24	197	48095-48143
#FCF9F9	48119	24.5	197	48095-48143
#FCF9F9	48119.5	24	197	48095-48143
#FCF9F9	48119	23.5	197	48095-48143
#F7EDEC	48119	24.5	198	48095-48144
#F7EDEC	48119.5	25	198	48095-48144
#F7EDEC	48120	24.5	198	48095-48144
#F7EDEC	48119.5	24	198	48095-48144
#933D38	48095.5	0	199	48096-48096
#933D38	48096	0.5	199	48096-48096
#933D38	48096.5	0	199	48096-48096
#933D38	48096	-0.5	199	48096-48096
#B16A63	48096	0.5	200	48096-48097
#B16A63	48096.5	1	200	48096-48097
#B16A63	48097	0.5	200	48096-48097
#B16A63	48096.5	0	200	48096-48097
#D4A6A0	48096.5	1	201	48096-48098
#D4A6A0	48097	1.5	201	48096-48098
#D4A6A0	48097.5	1	201	48096-48098
#D4A6A0	48097	0.5	201	48096-48098
#EAD1CD	48097	1.5	202	48096-48099
#EAD1CD	48097.5	2	202	48096-48099
#EAD1CD	48098	1.5	202	48096-48099
#EAD1CD	48097.5	1	202	48096-48099
#F4E6E4	48097.5	2	203	48096-48100
#F4E6E4	48098	2.5	203	48096-48100
#F4E6E4	48098.5	2	203	48096-48100
#F4E6E4	48098	1.5	203	48096-48100
#FDFDFE	48098	2.5	204	48096-48101
#FDFDFE	48098.5	3	204	48096-48101
#FDFDFE	48099	2.5	204	48096-48101
#FDFDFE	48098.5	2	204	48096-48101
#FEFDFD	48098.5	3	205	48096-48102
#FEFDFD	48099	3.5	205	48096-48102
#FEFDFD	48099.5	3	205	48096-48102
#FEFDFD	48099	2.5	205	48096-48102
#F8EFEE	48099	3.5	206	48096-48103
#F8EFEE	48099.5	4	206	48096-48103
#F8EFEE	48100	3.5	206	48096-48103
#F8EFEE	48099.5	3	206	48096-48103
#F7ECEA	48099.5	4	207	48096-48104
#F7ECEA	48100	4.5	207	48096-48104
#F7ECEA	48100.5	4	207	48096-48104
#F7ECEA	48100	3.5	207	48096-48104
#F5E7E6	48100	4.5	208	48096-48105
#F5E7E6	48100.5	5	208	48096-48105
#F5E7E6	48101	4.5	208	48096-48105
#F5E7E6	48100.5	4	208	48096-48105
#F6EBE9	48100.5	5	209	48096-48106
#F6EBE9	48101	5.5	209	48096-48106
#F6EBE9	48101.5	5	209	48096-48106
#F6EBE9	48101	4.5	209	48096-48106
#F3E4E2	48101	5.5	210	48096-48107
#F3E4E2	48101.5	6	210	48096-48107
#F3E4E2	48102	5.5	210	48096-48107
#F3E4E2	48101.5	5	210	48096-48107
#FEFEFE	48101.5	6	211	48096-48108
#FEFEFE	48102	6.5	211	48096-48108
#FEFEFE	48102.5	6	211	48096-48108
#FEFEFE	48102	5.5	211	48096-48108
#F8EFEE	48102	6.5	212	48096-48109
#F8EFEE	48102.5	7	212	48096-48109
#F8EFEE	48103	6.5	212	48096-48109
#F8EFEE	48102.5	6	212	48096-48109
#FFFFFF	48102.5	7	213	48096-48110
#FFFFFF	48103	7.5	213	48096-48110
#FFFFFF	48103.5	7	213	48096-48110
#FFFFFF	48103	6.5	213	48096-48110
#F9F0EF	48103	7.5	214	48096-48111
#F9F0EF	48103.5	8	214	48096-48111
#F9F0EF	48104	7.5	214	48096-48111
#F9F0EF	48103.5	7	214	48096-48111
#FEFCFC	48103.5	8	215	48096-48112
#FEFCFC	48104	8.5	215	48096-48112
#FEFCFC	48104.5	8	215	48096-48112
#FEFCFC	48104	7.5	215	48096-48112
#FCF7F6	48104	8.5	216	48096-48113
#FCF7F6	48104.5	9	216	48096-48113
#FCF7F6	48105	8.5	216	48096-48113
#FCF7F6	48104.5	8	216	48096-48113
#F7EDEC	48104.5	9	217	48096-48114
#F7EDEC	48105	9.5	217	48096-48114
#F7EDEC	48105.5	9	217	48096-48114
#F7EDEC	48105	8.5	217	48096-48114
#FAF4F3	48105	9.5	218	48096-48115
#FAF4F3	48105.5	10	218	48096-48115
#FAF4F3	48106	9.5	218	48096-48115
#FAF4F3	48105.5	9	218	48096-48115
#FCF7F7	48105.5	10	219	48096-48116
#FCF7F7	48106	10.5	219	48096-48116
#FCF7F7	48106.5	10	219	48096-48116
#FCF7F7	48106	9.5	219	48096-48116
#FDFAFA	48106	10.5	220	48096-48117
#FDFAFA	48106.5	11	220	48096-48117
#FDFAFA	48107	10.5	220	48096-48117
#FDFAFA	48106.5	10	220	48096-48117
#F9F2F1	48106.5	11	221	48096-48118
#F9F2F1	48107	11.5	221	48096-48118
#F9F2F1	48107.5	11	221	48096-48118
#F9F2F1	48107	10.5	221	48096-48118
#F1E1DE	48107	11.5	222	48096-48119
#F1E1DE	48107.5	12	222	48096-48119
#F1E1DE	48108	11.5	222	48096-48119
#F1E1DE	48107.5	11	222	48096-48119
#FDFBFA	48107.5	12	223	48096-48120
#FDFBFA	48108	12.5	223	48096-48120
#FDFBFA	48108.5	12	223	48096-48120
#FDFBFA	48108	11.5	223	48096-48120
#F9F1F0	48108	12.5	224	48096-48121
#F9F1F0	48108.5	13	224	48096-48121
#F9F1F0	48109	12.5	224	48096-48121
#F9F1F0	48108.5	12	224	48096-48121
#FCF7F6	48108.5	13	225	48096-48122
#FCF7F6	48109	13.5	225	48096-48122
#FCF7F6	48109.5	13	225	48096-48122
#FCF7F6	48109	12.5	225	48096-48122
#FEFDFD	48109	13.5	226	48096-48123
#FEFDFD	48109.5	14	226	48096-48123
#FEFDFD	48110	13.5	226	48096-48123
#FEFDFD	48109.5	13	226	48096-48123
#F8EFEE	48109.5	14	227	48096-48124
#F8EFEE	48110	14.5	227	48096-48124
#F8EFEE	48110.5	14	227	48096-48124
#F8EFEE	48110	13.5	227	48096-48124
#F8EFEE	48110	14.5	228	48096-48125
#F8EFEE	48110.5	15	228	48096-48125
#F8EFEE	48111	14.5	228	48096-48125
#F8EFEE	48110.5	14	228	48096-48125
#F5E8E6	48110.5	15	229	48096-48126
#F5E8E6	48111	15.5	229	48096-48126
#F5E8E6	48111.5	15	229	48096-48126
#F5E8E6	48111	14.5	229	48096-48126
#FBF6F5	48111	15.5	230	48096-48127
#FBF6F5	48111.5	16	230	48096-48127
#FBF6F5	48112	15.5	230	48096-48127
#FBF6F5	48111.5	15	230	48096-48127
#FCF7F6	48111.5	16	231	48096-48128
#FCF7F6	48112	16.5	231	48096-48128
#FCF7F6	48112.5	16	231	48096-48128
#FCF7F6	48112	15.5	231	48096-48128
#F9F2F1	48112	16.5	232	48096-48129
#F9F2F1	48112.5	17	232	48096-48129
#F9F2F1	48113	16.5	232	48096-48129
#F9F2F1	48112.5	16	232	48096-48129
#FCF8F7	48112.5	17	233	48096-48130
#FCF8F7	48113	17.5	233	48096-48130
#FCF8F7	48113.5	17	233	48096-48130
#FCF8F7	48113	16.5	233	48096-48130
#FCF8F7	48113	17.5	234	48096-48131
#FCF8F7	48113.5	18	234	48096-48131
#FCF8F7	48114	17.5	234	48096-48131
#FCF8F7	48113.5	17	234	48096-48131
#F8F0EF	48113.5	18	235	48096-48132
#F8F0EF	48114	18.5	235	48096-48132
#F8F0EF	48114.5	18	235	48096-48132
#F8F0EF	48114	17.5	235	48096-48132
#FAF3F2	48114	18.5	236	48096-48133
#FAF3F2	48114.5	19	236	48096-48133
#FAF3F2	48115	18.5	236	48096-48133
#FAF3F2	48114.5	18	236	48096-48133
#F8EFEE	48114.5	19	237	48096-48134
#F8EFEE	48115	19.5	237	48096-48134
#F8EFEE	48115.5	19	237	48096-48134
#F8EFEE	48115	18.5	237	48096-48134
#FDFBFB	48115	19.5	238	48096-48135
#FDFBFB	48115.5	20	238	48096-48135
#FDFBFB	48116	19.5	238	48096-48135
#FDFBFB	48115.5	19	238	48096-48135
#FEFEFE	48115.5	20	239	48096-48136
#FEFEFE	48116	20.5	239	48096-48136
#FEFEFE	48116.5	20	239	48096-48136
#FEFEFE	48116	19.5	239	48096-48136
#FCF8F8	48116	20.5	240	48096-48137
#FCF8F8	48116.5	21	240	48096-48137
#FCF8F8	48117	20.5	240	48096-48137
#FCF8F8	48116.5	20	240	48096-48137
#F4E6E4	48116.5	21	241	48096-48138
#F4E6E4	48117	21.5	241	48096-48138
#F4E6E4	48117.5	21	241	48096-48138
#F4E6E4	48117	20.5	241	48096-48138
#F8EFEE	48117	21.5	242	48096-48139
#F8EFEE	48117.5	22	242	48096-48139
#F8EFEE	48118	21.5	242	48096-48139
#F8EFEE	48117.5	21	242	48096-48139
#FCF8F7	48117.5	22	243	48096-48140
#FCF8F7	48118	22.5	243	48096-48140
#FCF8F7	48118.5	22	243	48096-48140
#FCF8F7	48118	21.5	243	48096-48140
#FCF9F8	48118	22.5	244	48096-48141
#FCF9F8	48118.5	23	244	48096-48141
#FCF9F8	48119	22.5	244	48096-48141
#FCF9F8	48118.5	22	244	48096-48141
#FEFCFC	48118.5	23	245	48096-48142
#FEFCFC	48119	23.5	245	48096-48142
#FEFCFC	48119.5	23	245	48096-48142
#FEFCFC	48119	22.5	245	48096-48142
#FAF3F2	48119	23.5	246	48096-48143
#FAF3F2	48119.5	24	246	48096-48143
#FAF3F2	48120	23.5	246	48096-48143
#FAF3F2	48119.5	23	246	48096-48143
#FDFAF9	48119.5	24	247	48096-48144
#FDFAF9	48120	24.5	247	48096-48144
#FDFAF9	48120.5	24	247	48096-48144
#FDFAF9	48120	23.5	247	48096-48144
#FCF9F9	48120	24.5	248	48096-48145
#FCF9F9	48120.5	25	248	48096-48145
#FCF9F9	48121	24.5	248	48096-48145
#FCF9F9	48120.5	24	248	48096-48145
#E0BEB9	48096.5	0	249	48097-48097
#E0BEB9	48097	0.5	249	48097-48097
#E0BEB9	48097.5	0	249	48097-48097
#E0BEB9	48097	-0.5	249	48097-48097
#F6EBE9	48097	0.5	250	48097-48098
#F6EBE9	48097.5	1	250	48097-48098
#F6EBE9	48098	0.5	250	48097-48098
#F6EBE9	48097.5	0	250	48097-48098
#FCF8F7	48097.5	1	251	48097-48099
#FCF8F7	48098	1.5	251	48097-48099
#FCF8F7	48098.5	1	251	48097-48099
#FCF8F7	48098	0.5	251	48097-48099
#D5D0E8	48098	1.5	252	48097-48100
#D5D0E8	48098.5	2	252	48097-48100
#D5D0E8	48099	1.5	252	48097-48100
#D5D0E8	48098.5	1	252	48097-48100
#A69CCE	48098.5	2	253	48097-48101
#A69CCE	48099	2.5	253	48097-48101
#A69CCE	48099.5	2	253	48097-48101
#A69CCE	48099	1.5	253	48097-48101
#D4CEE7	48099	2.5	254	48097-48102
#D4CEE7	48099.5	3	254	48097-48102
#D4CEE7	48100	2.5	254	48097-48102
#D4CEE7	48099.5	2	254	48097-48102
#FAF9FC	48099.5	3	255	48097-48103
#FAF9FC	48100	3.5	255	48097-48103
#FAF9FC	48100.5	3	255	48097-48103
#FAF9FC	48100	2.5	255	48097-48103
#FDFAFA	48100	3.5	256	48097-48104
#FDFAFA	48100.5	4	256	48097-48104
#FDFAFA	48101	3.5	256	48097-48104
#FDFAFA	48100.5	3	256	48097-48104
#FEFCFB	48100.5	4	257	48097-48105
#FEFCFB	48101	4.5	257	48097-48105
#FEFCFB	48101.5	4	257	48097-48105
#FEFCFB	48101	3.5	257	48097-48105
#FDFCFE	48101	4.5	258	48097-48106
#FDFCFE	48101.5	5	258	48097-48106
#FDFCFE	48102	4.5	258	48097-48106
#FDFCFE	48101.5	4	258	48097-48106
#FEFEFE	48101.5	5	259	48097-48107
#FEFEFE	48102	5.5	259	48097-48107
#FEFEFE	48102.5	5	259	48097-48107
#FEFEFE	48102	4.5	259	48097-48107
#FFFFFF	48102	5.5	260	48097-48108
#FFFFFF	48102.5	6	260	48097-48108
#FFFFFF	48103	5.5	260	48097-48108
#FFFFFF	48102.5	5	260	48097-48108
#F6EBEA	48102.5	6	261	48097-48109
#F6EBEA	48103	6.5	261	48097-48109
#F6EBEA	48103.5	6	261	48097-48109
#F6EBEA	48103	5.5	261	48097-48109
#FAF2F2	48103	6.5	262	48097-48110
#FAF2F2	48103.5	7	262	48097-48110
#FAF2F2	48104	6.5	262	48097-48110
#FAF2F2	48103.5	6	262	48097-48110
#FFFEFF	48103.5	7	263	48097-48111
#FFFEFF	48104	7.5	263	48097-48111
#FFFEFF	48104.5	7	263	48097-48111
#FFFEFF	48104	6.5	263	48097-48111
#FFFEFE	48104	7.5	264	48097-48112
#FFFEFE	48104.5	8	264	48097-48112
#FFFEFE	48105	7.5	264	48097-48112
#FFFEFE	48104.5	7	264	48097-48112
#FEFDFD	48104.5	8	265	48097-48113
#FEFDFD	48105	8.5	265	48097-48113
#FEFDFD	48105.5	8	265	48097-48113
#FEFDFD	48105	7.5	265	48097-48113
#F7EDEC	48105	8.5	266	48097-48114
#F7EDEC	48105.5	9	266	48097-48114
#F7EDEC	48106	8.5	266	48097-48114
#F7EDEC	48105.5	8	266	48097-48114
#F6EBE9	48105.5	9	267	48097-48115
#F6EBE9	48106	9.5	267	48097-48115
#F6EBE9	48106.5	9	267	48097-48115
#F6EBE9	48106	8.5	267	48097-48115
#FCF9F8	48106	9.5	268	48097-48116
#FCF9F8	48106.5	10	268	48097-48116
#FCF9F8	48107	9.5	268	48097-48116
#FCF9F8	48106.5	9	268	48097-48116
#FAF3F2	48106.5	10	269	48097-48117
#FAF3F2	48107	10.5	269	48097-48117
#FAF3F2	48107.5	10	269	48097-48117
#FAF3F2	48107	9.5	269	48097-48117
#F4E6E4	48107	10.5	270	48097-48118
#F4E6E4	48107.5	11	270	48097-48118
#F4E6E4	48108	10.5	270	48097-48118
#F4E6E4	48107.5	10	270	48097-48118
#ECD5D2	48107.5	11	271	48097-48119
#ECD5D2	48108	11.5	271	48097-48119
#ECD5D2	48108.5	11	271	48097-48119
#ECD5D2	48108	10.5	271	48097-48119
#E1BEB9	48108	11.5	272	48097-48120
#E1BEB9	48108.5	12	272	48097-48120
#E1BEB9	48109	11.5	272	48097-48120
#E1BEB9	48108.5	11	272	48097-48120
#E7CAC6	48108.5	12	273	48097-48121
#E7CAC6	48109	12.5	273	48097-48121
#E7CAC6	48109.5	12	273	48097-48121
#E7CAC6	48109	11.5	273	48097-48121
#DDB8B3	48109	12.5	274	48097-48122
#DDB8B3	48109.5	13	274	48097-48122
#DDB8B3	48110	12.5	274	48097-48122
#DDB8B3	48109.5	12	274	48097-48122
#F6EAE9	48109.5	13	275	48097-48123
#F6EAE9	48110	13.5	275	48097-48123
#F6EAE9	48110.5	13	275	48097-48123
#F6EAE9	48110	12.5	275	48097-48123
#EAD0CD	48110	13.5	276	48097-48124
#EAD0CD	48110.5	14	276	48097-48124
#EAD0CD	48111	13.5	276	48097-48124
#EAD0CD	48110.5	13	276	48097-48124
#F0DEDB	48110.5	14	277	48097-48125
#F0DEDB	48111	14.5	277	48097-48125
#F0DEDB	48111.5	14	277	48097-48125
#F0DEDB	48111	13.5	277	48097-48125
#EFDAD8	48111	14.5	278	48097-48126
#EFDAD8	48111.5	15	278	48097-48126
#EFDAD8	48112	14.5	278	48097-48126
#EFDAD8	48111.5	14	278	48097-48126
#F7EDEC	48111.5	15	279	48097-48127
#F7EDEC	48112	15.5	279	48097-48127
#F7EDEC	48112.5	15	279	48097-48127
#F7EDEC	48112	14.5	279	48097-48127
#ECD6D3	48112	15.5	280	48097-48128
#ECD6D3	48112.5	16	280	48097-48128
#ECD6D3	48113	15.5	280	48097-48128
#ECD6D3	48112.5	15	280	48097-48128
#F5E9E7	48112.5	16	281	48097-48129
#F5E9E7	48113	16.5	281	48097-48129
#F5E9E7	48113.5	16	281	48097-48129
#F5E9E7	48113	15.5	281	48097-48129
#F8EEED	48113	16.5	282	48097-48130
#F8EEED	48113.5	17	282	48097-48130
#F8EEED	48114	16.5	282	48097-48130
#F8EEED	48113.5	16	282	48097-48130
#F7ECEA	48113.5	17	283	48097-48131
#F7ECEA	48114	17.5	283	48097-48131
#F7ECEA	48114.5	17	283	48097-48131
#F7ECEA	48114	16.5	283	48097-48131
#F3E3E1	48114	17.5	284	48097-48132
#F3E3E1	48114.5	18	284	48097-48132
#F3E3E1	48115	17.5	284	48097-48132
#F3E3E1	48114.5	17	284	48097-48132
#EEDAD7	48114.5	18	285	48097-48133
#EEDAD7	48115	18.5	285	48097-48133
#EEDAD7	48115.5	18	285	48097-48133
#EEDAD7	48115	17.5	285	48097-48133
#FAF4F3	48115	18.5	286	48097-48134
#FAF4F3	48115.5	19	286	48097-48134
#FAF4F3	48116	18.5	286	48097-48134
#FAF4F3	48115.5	18	286	48097-48134
#EED8D5	48115.5	19	287	48097-48135
#EED8D5	48116	19.5	287	48097-48135
#EED8D5	48116.5	19	287	48097-48135
#EED8D5	48116	18.5	287	48097-48135
#F5E9E7	48116	19.5	288	48097-48136
#F5E9E7	48116.5	20	288	48097-48136
#F5E9E7	48117	19.5	288	48097-48136
#F5E9E7	48116.5	19	288	48097-48136
#F6EBEA	48116.5	20	289	48097-48137
#F6EBEA	48117	20.5	289	48097-48137
#F6EBEA	48117.5	20	289	48097-48137
#F6EBEA	48117	19.5	289	48097-48137
#F9F1F0	48117	20.5	290	48097-48138
#F9F1F0	48117.5	21	290	48097-48138
#F9F1F0	48118	20.5	290	48097-48138
#F9F1F0	48117.5	20	290	48097-48138
#EFDCD9	48117.5	21	291	48097-48139
#EFDCD9	48118	21.5	291	48097-48139
#EFDCD9	48118.5	21	291	48097-48139
#EFDCD9	48118	20.5	291	48097-48139
#F3E3E1	48118	21.5	292	48097-48140
#F3E3E1	48118.5	22	292	48097-48140
#F3E3E1	48119	21.5	292	48097-48140
#F3E3E1	48118.5	21	292	48097-48140
#F0DDDA	48118.5	22	293	48097-48141
#F0DDDA	48119	22.5	293	48097-48141
#F0DDDA	48119.5	22	293	48097-48141
#F0DDDA	48119	21.5	293	48097-48141
#FAF2F1	48119	22.5	294	48097-48142
#FAF2F1	48119.5	23	294	48097-48142
#FAF2F1	48120	22.5	294	48097-48142
#FAF2F1	48119.5	22	294	48097-48142
#FBF5F4	48119.5	23	295	48097-48143
#FBF5F4	48120	23.5	295	48097-48143
#FBF5F4	48120.5	23	295	48097-48143
#FBF5F4	48120	22.5	295	48097-48143
#F3E4E2	48120	23.5	296	48097-48144
#F3E4E2	48120.5	24	296	48097-48144
#F3E4E2	48121	23.5	296	48097-48144
#F3E4E2	48120.5	23	296	48097-48144
#FCF9F8	48120.5	24	297	48097-48145
#FCF9F8	48121	24.5	297	48097-48145
#FCF9F8	48121.5	24	297	48097-48145
#FCF9F8	48121	23.5	297	48097-48145
#F3E4E2	48121	24.5	298	48097-48146
#F3E4E2	48121.5	25	298	48097-48146
#F3E4E2	48122	24.5	298	48097-48146
#F3E4E2	48121.5	24	298	48097-48146
#E0BCB8	48097.5	0	299	48098-48098
#E0BCB8	48098	0.5	299	48098-48098
#E0BCB8	48098.5	0	299	48098-48098
#E0BCB8	48098	-0.5	299	48098-48098
#F8EFEE	48098	0.5	300	48098-48099
#F8EFEE	48098.5	1	300	48098-48099
#F8EFEE	48099	0.5	300	48098-48099
#F8EFEE	48098.5	0	300	48098-48099
#FDFCFE	48098.5	1	301	48098-48100
#FDFCFE	48099	1.5	301	48098-48100
#FDFCFE	48099.5	1	301	48098-48100
#FDFCFE	48099	0.5	301	48098-48100
#FDFAFA	48099	1.5	302	48098-48101
#FDFAFA	48099.5	2	302	48098-48101
#FDFAFA	48100	1.5	302	48098-48101
#FDFAFA	48099.5	1	302	48098-48101
#FDFAF9	48099.5	2	303	48098-48102
#FDFAF9	48100	2.5	303	48098-48102
#FDFAF9	48100.5	2	303	48098-48102
#FDFAF9	48100	1.5	303	48098-48102
#FDFAFA	48100	2.5	304	48098-48103
#FDFAFA	48100.5	3	304	48098-48103
#FDFAFA	48101	2.5	304	48098-48103
#FDFAFA	48100.5	2	304	48098-48103
#EFDBD9	48100.5	3	305	48098-48104
#EFDBD9	48101	3.5	305	48098-48104
#EFDBD9	48101.5	3	305	48098-48104
#EFDBD9	48101	2.5	305	48098-48104
