fill	x	y	group	clickSelects
#FFFFFF	48130.5	14	1227	48116-48144
#FFFFFF	48130	13.5	1227	48116-48144
#FDFBFB	48130	14.5	1228	48116-48145
#FDFBFB	48130.5	15	1228	48116-48145
#FDFBFB	48131	14.5	1228	48116-48145
#FDFBFB	48130.5	14	1228	48116-48145
#F8F0EF	48130.5	15	1229	48116-48146
#F8F0EF	48131	15.5	1229	48116-48146
#F8F0EF	48131.5	15	1229	48116-48146
#F8F0EF	48131	14.5	1229	48116-48146
#FCF9F8	48131	15.5	1230	48116-48147
#FCF9F8	48131.5	16	1230	48116-48147
#FCF9F8	48132	15.5	1230	48116-48147
#FCF9F8	48131.5	15	1230	48116-48147
#F8F0EE	48131.5	16	1231	48116-48148
#F8F0EE	48132	16.5	1231	48116-48148
#F8F0EE	48132.5	16	1231	48116-48148
#F8F0EE	48132	15.5	1231	48116-48148
#FEFCFC	48132	16.5	1232	48116-48149
#FEFCFC	48132.5	17	1232	48116-48149
#FEFCFC	48133	16.5	1232	48116-48149
#FEFCFC	48132.5	16	1232	48116-48149
#FEFDFE	48132.5	17	1233	48116-48150
#FEFDFE	48133	17.5	1233	48116-48150
#FEFDFE	48133.5	17	1233	48116-48150
#FEFDFE	48133	16.5	1233	48116-48150
#FDFDFE	48133	17.5	1234	48116-48151
#FDFDFE	48133.5	18	1234	48116-48151
#FDFDFE	48134	17.5	1234	48116-48151
#FDFDFE	48133.5	17	1234	48116-48151
#FCF8F8	48133.5	18	1235	48116-48152
#FCF8F8	48134	18.5	1235	48116-48152
#FCF8F8	48134.5	18	1235	48116-48152
#FCF8F8	48134	17.5	1235	48116-48152
#FCFCFE	48134	18.5	1236	48116-48153
#FCFCFE	48134.5	19	1236	48116-48153
#FCFCFE	48135	18.5	1236	48116-48153
#FCFCFE	48134.5	18	1236	48116-48153
#FAFAFD	48134.5	19	1237	48116-48154
#FAFAFD	48135	19.5	1237	48116-48154
#FAFAFD	48135.5	19	1237	48116-48154
#FAFAFD	48135	18.5	1237	48116-48154
#F9F8FC	48135	19.5	1238	48116-48155
#F9F8FC	48135.5	20	1238	48116-48155
#F9F8FC	48136	19.5	1238	48116-48155
#F9F8FC	48135.5	19	1238	48116-48155
#FDFCFE	48135.5	20	1239	48116-48156
#FDFCFE	48136	20.5	1239	48116-48156
#FDFCFE	48136.5	20	1239	48116-48156
#FDFCFE	48136	19.5	1239	48116-48156
#F8F7FB	48136	20.5	1240	48116-48157
#F8F7FB	48136.5	21	1240	48116-48157
#F8F7FB	48137	20.5	1240	48116-48157
#F8F7FB	48136.5	20	1240	48116-48157
#FFFFFF	48136.5	21	1241	48116-48158
#FFFFFF	48137	21.5	1241	48116-48158
#FFFFFF	48137.5	21	1241	48116-48158
#FFFFFF	48137	20.5	1241	48116-48158
#FEFCFB	48137	21.5	1242	48116-48159
#FEFCFB	48137.5	22	1242	48116-48159
#FEFCFB	48138	21.5	1242	48116-48159
#FEFCFB	48137.5	21	1242	48116-48159
#FFFEFE	48137.5	22	1243	48116-48160
#FFFEFE	48138	22.5	1243	48116-48160
#FFFEFE	48138.5	22	1243	48116-48160
#FFFEFE	48138	21.5	1243	48116-48160
#FEFCFC	48138	22.5	1244	48116-48161
#FEFCFC	48138.5	23	1244	48116-48161
#FEFCFC	48139	22.5	1244	48116-48161
#FEFCFC	48138.5	22	1244	48116-48161
#FEFEFF	48138.5	23	1245	48116-48162
#FEFEFF	48139	23.5	1245	48116-48162
#FEFEFF	48139.5	23	1245	48116-48162
#FEFEFF	48139	22.5	1245	48116-48162
#FCFBFD	48139	23.5	1246	48116-48163
#FCFBFD	48139.5	24	1246	48116-48163
#FCFBFD	48140	23.5	1246	48116-48163
#FCFBFD	48139.5	23	1246	48116-48163
#FEFEFF	48139.5	24	1247	48116-48164
#FEFEFF	48140	24.5	1247	48116-48164
#FEFEFF	48140.5	24	1247	48116-48164
#FEFEFF	48140	23.5	1247	48116-48164
#FDFAFA	48140	24.5	1248	48116-48165
#FDFAFA	48140.5	25	1248	48116-48165
#FDFAFA	48141	24.5	1248	48116-48165
#FDFAFA	48140.5	24	1248	48116-48165
#CF9D96	48116.5	0	1249	48117-48117
#CF9D96	48117	0.5	1249	48117-48117
#CF9D96	48117.5	0	1249	48117-48117
#CF9D96	48117	-0.5	1249	48117-48117
#E4C4C0	48117	0.5	1250	48117-48118
#E4C4C0	48117.5	1	1250	48117-48118
#E4C4C0	48118	0.5	1250	48117-48118
#E4C4C0	48117.5	0	1250	48117-48118
#E5C7C3	48117.5	1	1251	48117-48119
#E5C7C3	48118	1.5	1251	48117-48119
#E5C7C3	48118.5	1	1251	48117-48119
#E5C7C3	48118	0.5	1251	48117-48119
#FEFEFE	48118	1.5	1252	48117-48120
#FEFEFE	48118.5	2	1252	48117-48120
#FEFEFE	48119	1.5	1252	48117-48120
#FEFEFE	48118.5	1	1252	48117-48120
#F7F6FB	48118.5	2	1253	48117-48121
#F7F6FB	48119	2.5	1253	48117-48121
#F7F6FB	48119.5	2	1253	48117-48121
#F7F6FB	48119	1.5	1253	48117-48121
#FEFCFB	48119	2.5	1254	48117-48122
#FEFCFB	48119.5	3	1254	48117-48122
#FEFCFB	48120	2.5	1254	48117-48122
#FEFCFB	48119.5	2	1254	48117-48122
#FEFDFD	48119.5	3	1255	48117-48123
#FEFDFD	48120	3.5	1255	48117-48123
#FEFDFD	48120.5	3	1255	48117-48123
#FEFDFD	48120	2.5	1255	48117-48123
#FBFAFD	48120	3.5	1256	48117-48124
#FBFAFD	48120.5	4	1256	48117-48124
#FBFAFD	48121	3.5	1256	48117-48124
#FBFAFD	48120.5	3	1256	48117-48124
#F1EFF7	48120.5	4	1257	48117-48125
#F1EFF7	48121	4.5	1257	48117-48125
#F1EFF7	48121.5	4	1257	48117-48125
#F1EFF7	48121	3.5	1257	48117-48125
#F0EEF7	48121	4.5	1258	48117-48126
#F0EEF7	48121.5	5	1258	48117-48126
#F0EEF7	48122	4.5	1258	48117-48126
#F0EEF7	48121.5	4	1258	48117-48126
#F1EFF8	48121.5	5	1259	48117-48127
#F1EFF8	48122	5.5	1259	48117-48127
#F1EFF8	48122.5	5	1259	48117-48127
#F1EFF8	48122	4.5	1259	48117-48127
#FAF9FC	48122	5.5	1260	48117-48128
#FAF9FC	48122.5	6	1260	48117-48128
#FAF9FC	48123	5.5	1260	48117-48128
#FAF9FC	48122.5	5	1260	48117-48128
#F9F8FC	48122.5	6	1261	48117-48129
#F9F8FC	48123	6.5	1261	48117-48129
#F9F8FC	48123.5	6	1261	48117-48129
#F9F8FC	48123	5.5	1261	48117-48129
#EFEDF6	48123	6.5	1262	48117-48130
#EFEDF6	48123.5	7	1262	48117-48130
#EFEDF6	48124	6.5	1262	48117-48130
#EFEDF6	48123.5	6	1262	48117-48130
#F8F6FB	48123.5	7	1263	48117-48131
#F8F6FB	48124	7.5	1263	48117-48131
#F8F6FB	48124.5	7	1263	48117-48131
#F8F6FB	48124	6.5	1263	48117-48131
#FCFBFD	48124	7.5	1264	48117-48132
#FCFBFD	48124.5	8	1264	48117-48132
#FCFBFD	48125	7.5	1264	48117-48132
#FCFBFD	48124.5	7	1264	48117-48132
#F3E4E2	48124.5	8	1265	48117-48133
#F3E4E2	48125	8.5	1265	48117-48133
#F3E4E2	48125.5	8	1265	48117-48133
#F3E4E2	48125	7.5	1265	48117-48133
#FDFAFA	48125	8.5	1266	48117-48134
#FDFAFA	48125.5	9	1266	48117-48134
#FDFAFA	48126	8.5	1266	48117-48134
#FDFAFA	48125.5	8	1266	48117-48134
#FAFAFD	48125.5	9	1267	48117-48135
#FAFAFD	48126	9.5	1267	48117-48135
#FAFAFD	48126.5	9	1267	48117-48135
#FAFAFD	48126	8.5	1267	48117-48135
#FFFFFF	48126	9.5	1268	48117-48136
#FFFFFF	48126.5	10	1268	48117-48136
#FFFFFF	48127	9.5	1268	48117-48136
#FFFFFF	48126.5	9	1268	48117-48136
#FCFCFE	48126.5	10	1269	48117-48137
#FCFCFE	48127	10.5	1269	48117-48137
#FCFCFE	48127.5	10	1269	48117-48137
#FCFCFE	48127	9.5	1269	48117-48137
#FCF8F8	48127	10.5	1270	48117-48138
#FCF8F8	48127.5	11	1270	48117-48138
#FCF8F8	48128	10.5	1270	48117-48138
#FCF8F8	48127.5	10	1270	48117-48138
#FAF3F2	48127.5	11	1271	48117-48139
#FAF3F2	48128	11.5	1271	48117-48139
#FAF3F2	48128.5	11	1271	48117-48139
#FAF3F2	48128	10.5	1271	48117-48139
#F7ECEA	48128	11.5	1272	48117-48140
#F7ECEA	48128.5	12	1272	48117-48140
#F7ECEA	48129	11.5	1272	48117-48140
#F7ECEA	48128.5	11	1272	48117-48140
#FBF5F4	48128.5	12	1273	48117-48141
#FBF5F4	48129	12.5	1273	48117-48141
#FBF5F4	48129.5	12	1273	48117-48141
#FBF5F4	48129	11.5	1273	48117-48141
#FFFEFE	48129	12.5	1274	48117-48142
#FFFEFE	48129.5	13	1274	48117-48142
#FFFEFE	48130	12.5	1274	48117-48142
#FFFEFE	48129.5	12	1274	48117-48142
#FCF7F7	48129.5	13	1275	48117-48143
#FCF7F7	48130	13.5	1275	48117-48143
#FCF7F7	48130.5	13	1275	48117-48143
#FCF7F7	48130	12.5	1275	48117-48143
#FDFAF9	48130	13.5	1276	48117-48144
#FDFAF9	48130.5	14	1276	48117-48144
#FDFAF9	48131	13.5	1276	48117-48144
#FDFAF9	48130.5	13	1276	48117-48144
#FCF7F6	48130.5	14	1277	48117-48145
#FCF7F6	48131	14.5	1277	48117-48145
#FCF7F6	48131.5	14	1277	48117-48145
#FCF7F6	48131	13.5	1277	48117-48145
#FFFFFF	48131	14.5	1278	48117-48146
#FFFFFF	48131.5	15	1278	48117-48146
#FFFFFF	48132	14.5	1278	48117-48146
#FFFFFF	48131.5	14	1278	48117-48146
#FEFCFC	48131.5	15	1279	48117-48147
#FEFCFC	48132	15.5	1279	48117-48147
#FEFCFC	48132.5	15	1279	48117-48147
#FEFCFC	48132	14.5	1279	48117-48147
#FCF7F6	48132	15.5	1280	48117-48148
#FCF7F6	48132.5	16	1280	48117-48148
#FCF7F6	48133	15.5	1280	48117-48148
#FCF7F6	48132.5	15	1280	48117-48148
#FBF7F6	48132.5	16	1281	48117-48149
#FBF7F6	48133	16.5	1281	48117-48149
#FBF7F6	48133.5	16	1281	48117-48149
#FBF7F6	48133	15.5	1281	48117-48149
#FFFEFE	48133	16.5	1282	48117-48150
#FFFEFE	48133.5	17	1282	48117-48150
#FFFEFE	48134	16.5	1282	48117-48150
#FFFEFE	48133.5	16	1282	48117-48150
#FBFBFD	48133.5	17	1283	48117-48151
#FBFBFD	48134	17.5	1283	48117-48151
#FBFBFD	48134.5	17	1283	48117-48151
#FBFBFD	48134	16.5	1283	48117-48151
#FDFDFE	48134	17.5	1284	48117-48152
#FDFDFE	48134.5	18	1284	48117-48152
#FDFDFE	48135	17.5	1284	48117-48152
#FDFDFE	48134.5	17	1284	48117-48152
#FAF9FC	48134.5	18	1285	48117-48153
#FAF9FC	48135	18.5	1285	48117-48153
#FAF9FC	48135.5	18	1285	48117-48153
#FAF9FC	48135	17.5	1285	48117-48153
#FCFBFD	48135	18.5	1286	48117-48154
#FCFBFD	48135.5	19	1286	48117-48154
#FCFBFD	48136	18.5	1286	48117-48154
#FCFBFD	48135.5	18	1286	48117-48154
#F9F8FC	48135.5	19	1287	48117-48155
#F9F8FC	48136	19.5	1287	48117-48155
#F9F8FC	48136.5	19	1287	48117-48155
#F9F8FC	48136	18.5	1287	48117-48155
#FAF9FC	48136	19.5	1288	48117-48156
#FAF9FC	48136.5	20	1288	48117-48156
#FAF9FC	48137	19.5	1288	48117-48156
#FAF9FC	48136.5	19	1288	48117-48156
#F8F8FB	48136.5	20	1289	48117-48157
#F8F8FB	48137	20.5	1289	48117-48157
#F8F8FB	48137.5	20	1289	48117-48157
#F8F8FB	48137	19.5	1289	48117-48157
#FDFDFE	48137	20.5	1290	48117-48158
#FDFDFE	48137.5	21	1290	48117-48158
#FDFDFE	48138	20.5	1290	48117-48158
#FDFDFE	48137.5	20	1290	48117-48158
#FFFEFE	48137.5	21	1291	48117-48159
#FFFEFE	48138	21.5	1291	48117-48159
#FFFEFE	48138.5	21	1291	48117-48159
#FFFEFE	48138	20.5	1291	48117-48159
#FEFCFC	48138	21.5	1292	48117-48160
#FEFCFC	48138.5	22	1292	48117-48160
#FEFCFC	48139	21.5	1292	48117-48160
#FEFCFC	48138.5	21	1292	48117-48160
#FCFCFD	48138.5	22	1293	48117-48161
#FCFCFD	48139	22.5	1293	48117-48161
#FCFCFD	48139.5	22	1293	48117-48161
#FCFCFD	48139	21.5	1293	48117-48161
#FCF9F8	48139	22.5	1294	48117-48162
#FCF9F8	48139.5	23	1294	48117-48162
#FCF9F8	48140	22.5	1294	48117-48162
#FCF9F8	48139.5	22	1294	48117-48162
#FEFCFC	48139.5	23	1295	48117-48163
#FEFCFC	48140	23.5	1295	48117-48163
#FEFCFC	48140.5	23	1295	48117-48163
#FEFCFC	48140	22.5	1295	48117-48163
#FFFFFF	48140	23.5	1296	48117-48164
#FFFFFF	48140.5	24	1296	48117-48164
#FFFFFF	48141	23.5	1296	48117-48164
#FFFFFF	48140.5	23	1296	48117-48164
#FBF6F5	48140.5	24	1297	48117-48165
#FBF6F5	48141	24.5	1297	48117-48165
#FBF6F5	48141.5	24	1297	48117-48165
#FBF6F5	48141	23.5	1297	48117-48165
#F9F8FB	48141	24.5	1298	48117-48166
#F9F8FB	48141.5	25	1298	48117-48166
#F9F8FB	48142	24.5	1298	48117-48166
#F9F8FB	48141.5	24	1298	48117-48166
#B16A63	48117.5	0	1299	48118-48118
#B16A63	48118	0.5	1299	48118-48118
#B16A63	48118.5	0	1299	48118-48118
#B16A63	48118	-0.5	1299	48118-48118
#F2E2E0	48118	0.5	1300	48118-48119
#F2E2E0	48118.5	1	1300	48118-48119
#F2E2E0	48119	0.5	1300	48118-48119
#F2E2E0	48118.5	0	1300	48118-48119
#FAF4F4	48118.5	1	1301	48118-48120
#FAF4F4	48119	1.5	1301	48118-48120
#FAF4F4	48119.5	1	1301	48118-48120
#FAF4F4	48119	0.5	1301	48118-48120
#FEFDFC	48119	1.5	1302	48118-48121
#FEFDFC	48119.5	2	1302	48118-48121
#FEFDFC	48120	1.5	1302	48118-48121
#FEFDFC	48119.5	1	1302	48118-48121
#F0DEDB	48119.5	2	1303	48118-48122
#F0DEDB	48120	2.5	1303	48118-48122
#F0DEDB	48120.5	2	1303	48118-48122
#F0DEDB	48120	1.5	1303	48118-48122
#F9F2F1	48120	2.5	1304	48118-48123
#F9F2F1	48120.5	3	1304	48118-48123
#F9F2F1	48121	2.5	1304	48118-48123
#F9F2F1	48120.5	2	1304	48118-48123
#F8F0EE	48120.5	3	1305	48118-48124
#F8F0EE	48121	3.5	1305	48118-48124
#F8F0EE	48121.5	3	1305	48118-48124
#F8F0EE	48121	2.5	1305	48118-48124
#FBF6F6	48121	3.5	1306	48118-48125
#FBF6F6	48121.5	4	1306	48118-48125
#FBF6F6	48122	3.5	1306	48118-48125
#FBF6F6	48121.5	3	1306	48118-48125
#FCFBFD	48121.5	4	1307	48118-48126
#FCFBFD	48122	4.5	1307	48118-48126
#FCFBFD	48122.5	4	1307	48118-48126
#FCFBFD	48122	3.5	1307	48118-48126
#D8D3EA	48122	4.5	1308	48118-48127
#D8D3EA	48122.5	5	1308	48118-48127
#D8D3EA	48123	4.5	1308	48118-48127
#D8D3EA	48122.5	4	1308	48118-48127
#F8F6FB	48122.5	5	1309	48118-48128
#F8F6FB	48123	5.5	1309	48118-48128
#F8F6FB	48123.5	5	1309	48118-48128
#F8F6FB	48123	4.5	1309	48118-48128
#FCFCFD	48123	5.5	1310	48118-48129
#FCFCFD	48123.5	6	1310	48118-48129
#FCFCFD	48124	5.5	1310	48118-48129
#FCFCFD	48123.5	5	1310	48118-48129
#EEEBF6	48123.5	6	1311	48118-48130
#EEEBF6	48124	6.5	1311	48118-48130
#EEEBF6	48124.5	6	1311	48118-48130
#EEEBF6	48124	5.5	1311	48118-48130
#FFFEFF	48124	6.5	1312	48118-48131
#FFFEFF	48124.5	7	1312	48118-48131
#FFFEFF	48125	6.5	1312	48118-48131
#FFFEFF	48124.5	6	1312	48118-48131
#F6EBE9	48124.5	7	1313	48118-48132
#F6EBE9	48125	7.5	1313	48118-48132
#F6EBE9	48125.5	7	1313	48118-48132
#F6EBE9	48125	6.5	1313	48118-48132
#F1DFDD	48125	7.5	1314	48118-48133
#F1DFDD	48125.5	8	1314	48118-48133
#F1DFDD	48126	7.5	1314	48118-48133
#F1DFDD	48125.5	7	1314	48118-48133
#F3E5E3	48125.5	8	1315	48118-48134
#F3E5E3	48126	8.5	1315	48118-48134
#F3E5E3	48126.5	8	1315	48118-48134
#F3E5E3	48126	7.5	1315	48118-48134
#FEFDFD	48126	8.5	1316	48118-48135
#FEFDFD	48126.5	9	1316	48118-48135
#FEFDFD	48127	8.5	1316	48118-48135
#FEFDFD	48126.5	8	1316	48118-48135
#FFFFFF	48126.5	9	1317	48118-48136
#FFFFFF	48127	9.5	1317	48118-48136
#FFFFFF	48127.5	9	1317	48118-48136
#FFFFFF	48127	8.5	1317	48118-48136
#FEFDFE	48127	9.5	1318	48118-48137
#FEFDFE	48127.5	10	1318	48118-48137
#FEFDFE	48128	9.5	1318	48118-48137
#FEFDFE	48127.5	9	1318	48118-48137
#F7F6FB	48127.5	10	1319	48118-48138
#F7F6FB	48128	10.5	1319	48118-48138
#F7F6FB	48128.5	10	1319	48118-48138
#F7F6FB	48128	9.5	1319	48118-48138
#EFDBD9	48128	10.5	1320	48118-48139
#EFDBD9	48128.5	11	1320	48118-48139
#EFDBD9	48129	10.5	1320	48118-48139
#EFDBD9	48128.5	10	1320	48118-48139
#FBF6F5	48128.5	11	1321	48118-48140
#FBF6F5	48129	11.5	1321	48118-48140
#FBF6F5	48129.5	11	1321	48118-48140
#FBF6F5	48129	10.5	1321	48118-48140
#FBF6F5	48129	11.5	1322	48118-48141
#FBF6F5	48129.5	12	1322	48118-48141
#FBF6F5	48130	11.5	1322	48118-48141
#FBF6F5	48129.5	11	1322	48118-48141
#FFFEFE	48129.5	12	1323	48118-48142
#FFFEFE	48130	12.5	1323	48118-48142
#FFFEFE	48130.5	12	1323	48118-48142
#FFFEFE	48130	11.5	1323	48118-48142
#FEFDFD	48130	12.5	1324	48118-48143
#FEFDFD	48130.5	13	1324	48118-48143
#FEFDFD	48131	12.5	1324	48118-48143
#FEFDFD	48130.5	12	1324	48118-48143
#F7ECEB	48130.5	13	1325	48118-48144
#F7ECEB	48131	13.5	1325	48118-48144
#F7ECEB	48131.5	13	1325	48118-48144
#F7ECEB	48131	12.5	1325	48118-48144
#FEFEFF	48131	13.5	1326	48118-48145
#FEFEFF	48131.5	14	1326	48118-48145
#FEFEFF	48132	13.5	1326	48118-48145
#FEFEFF	48131.5	13	1326	48118-48145
#F2E1DF	48131.5	14	1327	48118-48146
#F2E1DF	48132	14.5	1327	48118-48146
#F2E1DF	48132.5	14	1327	48118-48146
#F2E1DF	48132	13.5	1327	48118-48146
#FEFDFC	48132	14.5	1328	48118-48147
#FEFDFC	48132.5	15	1328	48118-48147
#FEFDFC	48133	14.5	1328	48118-48147
#FEFDFC	48132.5	14	1328	48118-48147
#FBF6F5	48132.5	15	1329	48118-48148
#FBF6F5	48133	15.5	1329	48118-48148
#FBF6F5	48133.5	15	1329	48118-48148
#FBF6F5	48133	14.5	1329	48118-48148
#FCF9F8	48133	15.5	1330	48118-48149
#FCF9F8	48133.5	16	1330	48118-48149
#FCF9F8	48134	15.5	1330	48118-48149
#FCF9F8	48133.5	15	1330	48118-48149
#FCFCFE	48133.5	16	1331	48118-48150
#FCFCFE	48134	16.5	1331	48118-48150
#FCFCFE	48134.5	16	1331	48118-48150
#FCFCFE	48134	15.5	1331	48118-48150
#FEFDFD	48134	16.5	1332	48118-48151
#FEFDFD	48134.5	17	1332	48118-48151
#FEFDFD	48135	16.5	1332	48118-48151
#FEFDFD	48134.5	16	1332	48118-48151
#FEFEFF	48134.5	17	1333	48118-48152
#FEFEFF	48135	17.5	1333	48118-48152
#FEFEFF	48135.5	17	1333	48118-48152
#FEFEFF	48135	16.5	1333	48118-48152
#FEFEFE	48135	17.5	1334	48118-48153
#FEFEFE	48135.5	18	1334	48118-48153
#FEFEFE	48136	17.5	1334	48118-48153
#FEFEFE	48135.5	17	1334	48118-48153
#FCFCFD	48135.5	18	1335	48118-48154
#FCFCFD	48136	18.5	1335	48118-48154
#FCFCFD	48136.5	18	1335	48118-48154
#FCFCFD	48136	17.5	1335	48118-48154
#FFFFFF	48136	18.5	1336	48118-48155
#FFFFFF	48136.5	19	1336	48118-48155
#FFFFFF	48137	18.5	1336	48118-48155
#FFFFFF	48136.5	18	1336	48118-48155
#FCFCFE	48136.5	19	1337	48118-48156
#FCFCFE	48137	19.5	1337	48118-48156
#FCFCFE	48137.5	19	1337	48118-48156
#FCFCFE	48137	18.5	1337	48118-48156
#FEFEFE	48137	19.5	1338	48118-48157
#FEFEFE	48137.5	20	1338	48118-48157
#FEFEFE	48138	19.5	1338	48118-48157
#FEFEFE	48137.5	19	1338	48118-48157
#FEFDFD	48137.5	20	1339	48118-48158
#FEFDFD	48138	20.5	1339	48118-48158
#FEFDFD	48138.5	20	1339	48118-48158
#FEFDFD	48138	19.5	1339	48118-48158
#FAF4F3	48138	20.5	1340	48118-48159
#FAF4F3	48138.5	21	1340	48118-48159
#FAF4F3	48139	20.5	1340	48118-48159
#FAF4F3	48138.5	20	1340	48118-48159
#FBF5F4	48138.5	21	1341	48118-48160
#FBF5F4	48139	21.5	1341	48118-48160
#FBF5F4	48139.5	21	1341	48118-48160
#FBF5F4	48139	20.5	1341	48118-48160
#FDFAFA	48139	21.5	1342	48118-48161
#FDFAFA	48139.5	22	1342	48118-48161
#FDFAFA	48140	21.5	1342	48118-48161
#FDFAFA	48139.5	21	1342	48118-48161
#FCF9F8	48139.5	22	1343	48118-48162
#FCF9F8	48140	22.5	1343	48118-48162
#FCF9F8	48140.5	22	1343	48118-48162
#FCF9F8	48140	21.5	1343	48118-48162
#FEFCFC	48140	22.5	1344	48118-48163
#FEFCFC	48140.5	23	1344	48118-48163
#FEFCFC	48141	22.5	1344	48118-48163
#FEFCFC	48140.5	22	1344	48118-48163
#FBF5F5	48140.5	23	1345	48118-48164
#FBF5F5	48141	23.5	1345	48118-48164
#FBF5F5	48141.5	23	1345	48118-48164
#FBF5F5	48141	22.5	1345	48118-48164
#FEFDFD	48141	23.5	1346	48118-48165
#FEFDFD	48141.5	24	1346	48118-48165
#FEFDFD	48142	23.5	1346	48118-48165
#FEFDFD	48141.5	23	1346	48118-48165
#F6F5FA	48141.5	24	1347	48118-48166
#F6F5FA	48142	24.5	1347	48118-48166
#F6F5FA	48142.5	24	1347	48118-48166
#F6F5FA	48142	23.5	1347	48118-48166
#FCF9F9	48142	24.5	1348	48118-48167
#FCF9F9	48142.5	25	1348	48118-48167
#FCF9F9	48143	24.5	1348	48118-48167
#FCF9F9	48142.5	24	1348	48118-48167
#BF817A	48118.5	0	1349	48119-48119
#BF817A	48119	0.5	1349	48119-48119
#BF817A	48119.5	0	1349	48119-48119
#BF817A	48119	-0.5	1349	48119-48119
#E9CECB	48119	0.5	1350	48119-48120
#E9CECB	48119.5	1	1350	48119-48120
#E9CECB	48120	0.5	1350	48119-48120
#E9CECB	48119.5	0	1350	48119-48120
#F9F2F1	48119.5	1	1351	48119-48121
#F9F2F1	48120	1.5	1351	48119-48121
#F9F2F1	48120.5	1	1351	48119-48121
#F9F2F1	48120	0.5	1351	48119-48121
#F6EBE9	48120	1.5	1352	48119-48122
#F6EBE9	48120.5	2	1352	48119-48122
#F6EBE9	48121	1.5	1352	48119-48122
#F6EBE9	48120.5	1	1352	48119-48122
#F2E1DF	48120.5	2	1353	48119-48123
#F2E1DF	48121	2.5	1353	48119-48123
#F2E1DF	48121.5	2	1353	48119-48123
#F2E1DF	48121	1.5	1353	48119-48123
#F8EFEE	48121	2.5	1354	48119-48124
#F8EFEE	48121.5	3	1354	48119-48124
#F8EFEE	48122	2.5	1354	48119-48124
#F8EFEE	48121.5	2	1354	48119-48124
#FEFDFD	48121.5	3	1355	48119-48125
#FEFDFD	48122	3.5	1355	48119-48125
#FEFDFD	48122.5	3	1355	48119-48125
#FEFDFD	48122	2.5	1355	48119-48125
#FEFDFD	48122	3.5	1356	48119-48126
#FEFDFD	48122.5	4	1356	48119-48126
#FEFDFD	48123	3.5	1356	48119-48126
#FEFDFD	48122.5	3	1356	48119-48126
#E4E0F0	48122.5	4	1357	48119-48127
#E4E0F0	48123	4.5	1357	48119-48127
#E4E0F0	48123.5	4	1357	48119-48127
#E4E0F0	48123	3.5	1357	48119-48127
#E7E4F2	48123	4.5	1358	48119-48128
#E7E4F2	48123.5	5	1358	48119-48128
#E7E4F2	48124	4.5	1358	48119-48128
#E7E4F2	48123.5	4	1358	48119-48128
#F4F2F9	48123.5	5	1359	48119-48129
#F4F2F9	48124	5.5	1359	48119-48129
#F4F2F9	48124.5	5	1359	48119-48129
#F4F2F9	48124	4.5	1359	48119-48129
#FBFBFD	48124	5.5	1360	48119-48130
#FBFBFD	48124.5	6	1360	48119-48130
#FBFBFD	48125	5.5	1360	48119-48130
#FBFBFD	48124.5	5	1360	48119-48130
#FCFBFD	48124.5	6	1361	48119-48131
#FCFBFD	48125	6.5	1361	48119-48131
#FCFBFD	48125.5	6	1361	48119-48131
#FCFBFD	48125	5.5	1361	48119-48131
#FBF6F6	48125	6.5	1362	48119-48132
#FBF6F6	48125.5	7	1362	48119-48132
#FBF6F6	48126	6.5	1362	48119-48132
#FBF6F6	48125.5	6	1362	48119-48132
#FBF5F5	48125.5	7	1363	48119-48133
#FBF5F5	48126	7.5	1363	48119-48133
#FBF5F5	48126.5	7	1363	48119-48133
#FBF5F5	48126	6.5	1363	48119-48133
#F3E4E2	48126	7.5	1364	48119-48134
#F3E4E2	48126.5	8	1364	48119-48134
#F3E4E2	48127	7.5	1364	48119-48134
#F3E4E2	48126.5	7	1364	48119-48134
#FEFEFE	48126.5	8	1365	48119-48135
#FEFEFE	48127	8.5	1365	48119-48135
#FEFEFE	48127.5	8	1365	48119-48135
#FEFEFE	48127	7.5	1365	48119-48135
#FDFCFE	48127	8.5	1366	48119-48136
#FDFCFE	48127.5	9	1366	48119-48136
#FDFCFE	48128	8.5	1366	48119-48136
#FDFCFE	48127.5	8	1366	48119-48136
#FEFDFD	48127.5	9	1367	48119-48137
#FEFDFD	48128	9.5	1367	48119-48137
#FEFDFD	48128.5	9	1367	48119-48137
#FEFDFD	48128	8.5	1367	48119-48137
#FFFFFF	48128	9.5	1368	48119-48138
#FFFFFF	48128.5	10	1368	48119-48138
#FFFFFF	48129	9.5	1368	48119-48138
#FFFFFF	48128.5	9	1368	48119-48138
#FDFAFA	48128.5	10	1369	48119-48139
#FDFAFA	48129	10.5	1369	48119-48139
#FDFAFA	48129.5	10	1369	48119-48139
#FDFAFA	48129	9.5	1369	48119-48139
#F9F1F0	48129	10.5	1370	48119-48140
#F9F1F0	48129.5	11	1370	48119-48140
#F9F1F0	48130	10.5	1370	48119-48140
#F9F1F0	48129.5	10	1370	48119-48140
#FAF4F3	48129.5	11	1371	48119-48141
#FAF4F3	48130	11.5	1371	48119-48141
#FAF4F3	48130.5	11	1371	48119-48141
#FAF4F3	48130	10.5	1371	48119-48141
#FAF3F2	48130	11.5	1372	48119-48142
#FAF3F2	48130.5	12	1372	48119-48142
#FAF3F2	48131	11.5	1372	48119-48142
#FAF3F2	48130.5	11	1372	48119-48142
#FFFEFE	48130.5	12	1373	48119-48143
